2,2,6,2,6,10,2,6,10,12,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,13,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,0,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,1,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,2,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,3,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,4,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,5,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,6,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,7,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,9,0,0,1,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,1,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,1,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,2,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,3,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,4,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,5,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,6,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,6,0,0,0,0,1,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,6,0,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,6,1,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,0,0,2,6,2,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,2,0,2,6,1,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,3,0,2,6,1,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,4,0,2,6,1,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,6,0,2,6,0,0,0,0,2,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,7,0,2,6,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,2,6,10,2,6,10,14,2,6,10,14,0,2,6,10,0,0,0,2,6,0
